Transaction ID,Customer ID,Transaction Date,Business Line,Product/Service,Revenue,Data Source,Email,Age Range,Gender,Region
TXN001250,CUST00168,2024-07-03,Theatrical,Family Adventure,24.74,3rd Party - Cinemark,,,,East Coast
TXN001251,CUST00168,2024-07-03,Online Store,Action Figure,41.29,1st Party - Online Store,cust00168@email.com,25-34,M,South
TXN001252,CUST00244,2024-07-03,Studio Tours,VIP Tour,229.65,1st Party - Studio Tours,cust00244@email.com,,,South
TXN001253,CUST00103,2024-07-04,Consumer Products,Merchandise - Home Goods,32.55,3rd Party - Amazon,,,,East Coast
TXN001254,CUST00095,2024-07-04,Consumer Products,Merchandise - Apparel,42.19,3rd Party - Target,,,,West Coast
TXN001255,CUST00235,2024-07-04,Studio Tours,Behind-the-Scenes Experience,280.67,1st Party - Studio Tours,cust00235@email.com,45-54,Prefer not to say,East Coast
TXN001256,CUST00166,2024-07-05,Online Store,Apparel,44.93,1st Party - Online Store,cust00166@email.com,35-44,Prefer not to say,West Coast
TXN001257,CUST00209,2024-07-05,Consumer Products,Merchandise - Toys,16.3,3rd Party - Walmart,,,,Midwest
TXN001258,CUST00109,2024-07-05,Streaming,Annual Subscription,119.4,1st Party - Streaming Platform,cust00109@email.com,55+,M,Southwest
TXN001259,CUST00146,2024-07-05,Consumer Products,Merchandise - Apparel,79.62,3rd Party - Amazon,,,,South
TXN001260,CUST00215,2024-07-06,Consumer Products,Merchandise - Toys,42.91,3rd Party - Target,,,,International
TXN001261,CUST00128,2024-07-06,Consumer Products,Merchandise - Toys,78.55,3rd Party - Walmart,,,,South
TXN001262,CUST00002,2024-07-06,Theatrical,Mystery Manor,25.54,3rd Party - Cinemark,,,,International
TXN001263,CUST00634,2024-07-06,Theatrical,Mystery Manor,22.86,3rd Party - AMC Theatres,,,,International
TXN001264,CUST00109,2024-07-06,Streaming,Monthly Subscription,11.09,1st Party - Streaming Platform,cust00109@email.com,55+,M,Midwest
TXN001265,CUST00633,2024-07-06,Theatrical,Action Thriller,20.2,3rd Party - Cinemark,,,,Southwest
TXN001266,CUST00086,2024-07-06,Studio Tours,Behind-the-Scenes Experience,310.63,1st Party - Studio Tours,cust00086@email.com,45-54,Prefer not to say,International
TXN001267,CUST00159,2024-07-07,Consumer Products,Merchandise - Collectibles,78.99,3rd Party - Walmart,,,,International
TXN001268,CUST00211,2024-07-07,Streaming,Annual Subscription,137.65,1st Party - Streaming Platform,cust00211@email.com,,,Southwest
TXN001269,CUST00107,2024-07-07,Studio Tours,General Admission,52.28,1st Party - Studio Tours,cust00107@email.com,55+,F,West Coast
TXN001270,CUST00197,2024-07-07,Online Store,Books,32.62,1st Party - Online Store,cust00197@email.com,18-24,F,Midwest
TXN001271,CUST00168,2024-07-07,Theatrical,Space Odyssey 2,16.56,3rd Party - Regal Cinemas,,,,South
TXN001272,CUST00008,2024-07-07,Theatrical,Space Odyssey 2,12.71,3rd Party - Cinemark,,,,East Coast
TXN001273,CUST00105,2024-07-07,Theatrical,Family Adventure,24.87,3rd Party - Regal Cinemas,,,,Midwest
TXN001274,CUST00771,2024-07-07,Theatrical,Action Thriller,19.28,3rd Party - Cinemark,,,,South
TXN001275,CUST00003,2024-07-07,Studio Tours,General Admission,53.03,1st Party - Studio Tours,cust00003@email.com,35-44,F,South
TXN001276,CUST00158,2024-07-08,Streaming,Monthly Subscription,11.63,1st Party - Streaming Platform,cust00158@email.com,,,Southwest
TXN001277,CUST00068,2024-07-08,Theatrical,Superhero Origins,13.28,3rd Party - AMC Theatres,,,,West Coast
TXN001278,CUST00768,2024-07-08,Consumer Products,Merchandise - Apparel,56.76,3rd Party - Target,,,,International
TXN001279,CUST00214,2024-07-08,Online Store,Accessories,76.16,1st Party - Online Store,cust00214@email.com,,,East Coast
TXN001280,CUST00034,2024-07-08,Consumer Products,Merchandise - Toys,35.65,3rd Party - Walmart,,,,South
TXN001281,CUST00170,2024-07-08,Streaming,Annual Subscription,94.14,1st Party - Streaming Platform,cust00170@email.com,18-24,Prefer not to say,South
TXN001282,CUST00010,2024-07-08,Online Store,Books,18.03,1st Party - Online Store,cust00010@email.com,25-34,F,East Coast
TXN001283,CUST00147,2024-07-09,Studio Tours,VIP Tour,173.88,1st Party - Studio Tours,cust00147@email.com,18-24,F,East Coast
TXN001284,CUST00216,2024-07-09,Streaming,Premium Tier Upgrade,105.59,1st Party - Streaming Platform,cust00216@email.com,18-24,M,International
TXN001285,CUST00619,2024-07-09,Consumer Products,Merchandise - Home Goods,18.06,3rd Party - Target,,,,Southwest
TXN001286,CUST00190,2024-07-09,Online Store,Collectible,22.99,1st Party - Online Store,cust00190@email.com,18-24,Other,West Coast
TXN001287,CUST00025,2024-07-09,Streaming,Monthly Subscription,13.87,1st Party - Streaming Platform,cust00025@email.com,55+,Other,International
TXN001288,CUST00032,2024-07-09,Online Store,Action Figure,91.12,1st Party - Online Store,cust00032@email.com,18-24,F,International
TXN001289,CUST00183,2024-07-09,Studio Tours,Behind-the-Scenes Experience,262.73,1st Party - Studio Tours,cust00183@email.com,55+,F,South
TXN001290,CUST00224,2024-07-09,Studio Tours,General Admission,67.18,1st Party - Studio Tours,cust00224@email.com,,,Southwest
TXN001291,CUST00148,2024-07-09,Streaming,Monthly Subscription,14.85,1st Party - Streaming Platform,cust00148@email.com,45-54,M,International
TXN001292,CUST00124,2024-07-09,Online Store,Action Figure,116.93,1st Party - Online Store,cust00124@email.com,18-24,F,Midwest
TXN001293,CUST00166,2024-07-10,Streaming,Monthly Subscription,12.69,1st Party - Streaming Platform,cust00166@email.com,,,West Coast
TXN001294,CUST00100,2024-07-10,Theatrical,Superhero Origins,16.06,3rd Party - Cinemark,,,,West Coast
TXN001295,CUST00046,2024-07-10,Streaming,Monthly Subscription,9.39,1st Party - Streaming Platform,cust00046@email.com,25-34,M,West Coast
TXN001296,CUST00240,2024-07-10,Theatrical,Action Thriller,16.07,3rd Party - AMC Theatres,,,,West Coast
TXN001297,CUST00110,2024-07-10,Streaming,Monthly Subscription,10.06,1st Party - Streaming Platform,cust00110@email.com,55+,Prefer not to say,South
TXN001298,CUST00241,2024-07-10,Theatrical,Family Adventure,24.52,3rd Party - AMC Theatres,,,,Southwest
TXN001299,CUST00186,2024-07-10,Consumer Products,Merchandise - Collectibles,79.57,3rd Party - Walmart,,,,East Coast
TXN001300,CUST00040,2024-07-10,Streaming,Monthly Subscription,14.04,1st Party - Streaming Platform,cust00040@email.com,55+,Other,Midwest
TXN001301,CUST00137,2024-07-10,Consumer Products,Merchandise - Toys,70.97,3rd Party - Walmart,,,,West Coast
TXN001302,CUST00188,2024-07-10,Streaming,Monthly Subscription,14.7,1st Party - Streaming Platform,cust00188@email.com,55+,F,West Coast
TXN001303,CUST00134,2024-07-10,Online Store,Accessories,54.69,1st Party - Online Store,cust00134@email.com,25-34,Prefer not to say,East Coast
TXN001304,CUST00143,2024-07-10,Consumer Products,Merchandise - Collectibles,55.87,3rd Party - Walmart,,,,East Coast
TXN001305,CUST00101,2024-07-10,Studio Tours,Behind-the-Scenes Experience,268.07,1st Party - Studio Tours,cust00101@email.com,35-44,F,West Coast
TXN001306,CUST00084,2024-07-10,Studio Tours,VIP Tour,259.69,1st Party - Studio Tours,cust00084@email.com,45-54,F,Southwest
TXN001307,CUST00181,2024-07-11,Online Store,Books,21.18,1st Party - Online Store,cust00181@email.com,25-34,F,International
TXN001308,CUST00172,2024-07-11,Theatrical,Mystery Manor,25.3,3rd Party - Regal Cinemas,,,,International
TXN001309,CUST00084,2024-07-11,Theatrical,Action Thriller,16.48,3rd Party - AMC Theatres,,,,South
TXN001310,CUST00612,2024-07-11,Consumer Products,Merchandise - Collectibles,94.89,3rd Party - Target,,,,International
TXN001311,CUST00153,2024-07-11,Studio Tours,Behind-the-Scenes Experience,180.85,1st Party - Studio Tours,cust00153@email.com,,,International
TXN001312,CUST00147,2024-07-11,Consumer Products,Merchandise - Home Goods,84.57,3rd Party - Amazon,,,,International
TXN001313,CUST00077,2024-07-11,Theatrical,Family Adventure,14.94,3rd Party - AMC Theatres,,,,Southwest
TXN001314,CUST00214,2024-07-11,Online Store,Books,17.67,1st Party - Online Store,cust00214@email.com,25-34,Prefer not to say,West Coast
TXN001315,CUST00239,2024-07-12,Consumer Products,Merchandise - Toys,41.41,3rd Party - Target,,,,International
TXN001316,CUST00098,2024-07-12,Streaming,Monthly Subscription,12.32,1st Party - Streaming Platform,cust00098@email.com,,,West Coast
TXN001317,CUST00117,2024-07-12,Theatrical,Superhero Origins,12.37,3rd Party - Cinemark,,,,Southwest
TXN001318,CUST00183,2024-07-12,Studio Tours,VIP Tour,253.93,1st Party - Studio Tours,cust00183@email.com,35-44,F,Midwest
TXN001319,CUST00026,2024-07-12,Online Store,Action Figure,117.85,1st Party - Online Store,cust00026@email.com,18-24,M,East Coast
TXN001320,CUST00115,2024-07-12,Theatrical,Space Odyssey 2,18.01,3rd Party - Regal Cinemas,,,,International
TXN001321,CUST00147,2024-07-12,Studio Tours,General Admission,58.79,1st Party - Studio Tours,cust00147@email.com,25-34,M,Southwest
TXN001322,CUST00121,2024-07-12,Online Store,Apparel,47.31,1st Party - Online Store,cust00121@email.com,35-44,M,East Coast
TXN001323,CUST00051,2024-07-13,Theatrical,Family Adventure,21.44,3rd Party - Regal Cinemas,,,,West Coast
TXN001324,CUST00705,2024-07-13,Theatrical,Action Thriller,19.63,3rd Party - Cinemark,,,,Midwest
TXN001325,CUST00195,2024-07-13,Theatrical,Space Odyssey 2,16.45,3rd Party - Regal Cinemas,,,,South
TXN001326,CUST00078,2024-07-13,Streaming,Premium Tier Upgrade,101.98,1st Party - Streaming Platform,cust00078@email.com,45-54,M,International
TXN001327,CUST00137,2024-07-13,Studio Tours,VIP Tour,314.67,1st Party - Studio Tours,cust00137@email.com,35-44,F,Midwest
TXN001328,CUST00112,2024-07-13,Consumer Products,Merchandise - Home Goods,24.17,3rd Party - Walmart,,,,West Coast
TXN001329,CUST00189,2024-07-13,Theatrical,Superhero Origins,23.52,3rd Party - Cinemark,,,,South
TXN001330,CUST00040,2024-07-13,Streaming,Monthly Subscription,13.27,1st Party - Streaming Platform,cust00040@email.com,45-54,Other,Midwest
TXN001331,CUST00245,2024-07-13,Studio Tours,General Admission,68.08,1st Party - Studio Tours,cust00245@email.com,,,West Coast
TXN001332,CUST00088,2024-07-13,Consumer Products,Merchandise - Toys,22.79,3rd Party - Amazon,,,,Midwest
TXN001333,CUST00012,2024-07-14,Online Store,Accessories,36.63,1st Party - Online Store,cust00012@email.com,35-44,M,East Coast
TXN001334,CUST00142,2024-07-14,Online Store,Collectible,27.02,1st Party - Online Store,cust00142@email.com,18-24,Other,South
TXN001335,CUST00097,2024-07-14,Streaming,Premium Tier Upgrade,129.24,1st Party - Streaming Platform,cust00097@email.com,45-54,F,East Coast
TXN001336,CUST00161,2024-07-14,Theatrical,Mystery Manor,20.88,3rd Party - Regal Cinemas,,,,Southwest
TXN001337,CUST00099,2024-07-14,Online Store,Books,77.57,1st Party - Online Store,cust00099@email.com,35-44,M,International
TXN001338,CUST00104,2024-07-14,Studio Tours,Behind-the-Scenes Experience,237.04,1st Party - Studio Tours,cust00104@email.com,25-34,Prefer not to say,East Coast
TXN001339,CUST00179,2024-07-14,Theatrical,Space Odyssey 2,26.23,3rd Party - AMC Theatres,,,,West Coast
TXN001340,CUST00246,2024-07-14,Consumer Products,Merchandise - Collectibles,52.39,3rd Party - Target,,,,East Coast
TXN001341,CUST00147,2024-07-15,Studio Tours,General Admission,54.34,1st Party - Studio Tours,cust00147@email.com,18-24,Other,International
TXN001342,CUST00220,2024-07-15,Online Store,Collectible,42.02,1st Party - Online Store,cust00220@email.com,25-34,Other,East Coast
TXN001343,CUST00051,2024-07-15,Studio Tours,VIP Tour,320.67,1st Party - Studio Tours,cust00051@email.com,,,South
TXN001344,CUST00094,2024-07-15,Online Store,Apparel,111.62,1st Party - Online Store,cust00094@email.com,,,West Coast
TXN001345,CUST00117,2024-07-15,Streaming,Annual Subscription,126.94,1st Party - Streaming Platform,cust00117@email.com,18-24,Prefer not to say,Southwest
TXN001346,CUST00601,2024-07-15,Theatrical,Space Odyssey 2,15.77,3rd Party - AMC Theatres,,,,Midwest
TXN001347,CUST00013,2024-07-16,Streaming,Premium Tier Upgrade,116.29,1st Party - Streaming Platform,cust00013@email.com,25-34,Prefer not to say,South
TXN001348,CUST00245,2024-07-16,Theatrical,Action Thriller,27.19,3rd Party - Regal Cinemas,,,,Southwest
TXN001349,CUST00167,2024-07-16,Studio Tours,Behind-the-Scenes Experience,335.3,1st Party - Studio Tours,cust00167@email.com,25-34,Prefer not to say,West Coast
TXN001350,CUST00023,2024-07-16,Theatrical,Family Adventure,14.46,3rd Party - Cinemark,,,,South
TXN001351,CUST00040,2024-07-16,Theatrical,Family Adventure,18.71,3rd Party - Regal Cinemas,,,,West Coast
TXN001352,CUST00137,2024-07-16,Online Store,Books,34.78,1st Party - Online Store,cust00137@email.com,,,Southwest
TXN001353,CUST00027,2024-07-16,Online Store,Accessories,29.95,1st Party - Online Store,cust00027@email.com,35-44,F,International
TXN001354,CUST00611,2024-07-17,Consumer Products,Merchandise - Collectibles,20.65,3rd Party - Target,,,,West Coast
TXN001355,CUST00112,2024-07-17,Consumer Products,Merchandise - Toys,40.05,3rd Party - Walmart,,,,East Coast
TXN001356,CUST00015,2024-07-17,Theatrical,Family Adventure,20.06,3rd Party - AMC Theatres,,,,West Coast
TXN001357,CUST00061,2024-07-17,Streaming,Annual Subscription,128.72,1st Party - Streaming Platform,cust00061@email.com,55+,Other,West Coast
TXN001358,CUST00034,2024-07-17,Streaming,Annual Subscription,141.65,1st Party - Streaming Platform,cust00034@email.com,35-44,F,South
TXN001359,CUST00023,2024-07-17,Studio Tours,VIP Tour,261.27,1st Party - Studio Tours,cust00023@email.com,35-44,Prefer not to say,West Coast
TXN001360,CUST00004,2024-07-18,Streaming,Annual Subscription,102.77,1st Party - Streaming Platform,cust00004@email.com,35-44,Other,West Coast
TXN001361,CUST00171,2024-07-18,Online Store,Apparel,42.98,1st Party - Online Store,cust00171@email.com,45-54,M,Southwest
TXN001362,CUST00147,2024-07-18,Theatrical,Space Odyssey 2,25.17,3rd Party - Cinemark,,,,Southwest
TXN001363,CUST00076,2024-07-18,Studio Tours,General Admission,81.04,1st Party - Studio Tours,cust00076@email.com,45-54,Prefer not to say,Midwest
TXN001364,CUST00126,2024-07-18,Online Store,Apparel,21.61,1st Party - Online Store,cust00126@email.com,35-44,Prefer not to say,Southwest
TXN001365,CUST00175,2024-07-18,Studio Tours,Behind-the-Scenes Experience,160.8,1st Party - Studio Tours,cust00175@email.com,25-34,M,South
TXN001366,CUST00146,2024-07-18,Online Store,Accessories,86.09,1st Party - Online Store,cust00146@email.com,45-54,F,International
TXN001367,CUST00179,2024-07-18,Theatrical,Mystery Manor,26.34,3rd Party - Regal Cinemas,,,,International
TXN001368,CUST00108,2024-07-19,Theatrical,Mystery Manor,21.46,3rd Party - Cinemark,,,,East Coast
TXN001369,CUST00182,2024-07-19,Consumer Products,Merchandise - Toys,44.54,3rd Party - Amazon,,,,West Coast
TXN001370,CUST00192,2024-07-19,Studio Tours,General Admission,56.82,1st Party - Studio Tours,cust00192@email.com,,,East Coast
TXN001371,CUST00081,2024-07-19,Studio Tours,VIP Tour,295.14,1st Party - Studio Tours,cust00081@email.com,18-24,Other,South
TXN001372,CUST00025,2024-07-19,Consumer Products,Merchandise - Apparel,52.78,3rd Party - Target,,,,Midwest
TXN001373,CUST00128,2024-07-19,Studio Tours,General Admission,51.33,1st Party - Studio Tours,cust00128@email.com,55+,Other,East Coast
TXN001374,CUST00638,2024-07-19,Theatrical,Action Thriller,21.26,3rd Party - Cinemark,,,,International
TXN001375,CUST00148,2024-07-19,Consumer Products,Merchandise - Toys,82.44,3rd Party - Amazon,,,,International
TXN001376,CUST00023,2024-07-20,Studio Tours,VIP Tour,285.75,1st Party - Studio Tours,cust00023@email.com,18-24,Other,Southwest
TXN001377,CUST00073,2024-07-20,Consumer Products,Merchandise - Apparel,83.17,3rd Party - Amazon,,,,International
TXN001378,CUST00247,2024-07-20,Online Store,Collectible,25.8,1st Party - Online Store,cust00247@email.com,55+,Other,East Coast
TXN001379,CUST00153,2024-07-20,Studio Tours,Behind-the-Scenes Experience,256.82,1st Party - Studio Tours,cust00153@email.com,55+,M,East Coast
TXN001380,CUST00147,2024-07-21,Consumer Products,Merchandise - Collectibles,18.09,3rd Party - Walmart,,,,Midwest
TXN001381,CUST00078,2024-07-21,Studio Tours,Behind-the-Scenes Experience,284.25,1st Party - Studio Tours,cust00078@email.com,,,Southwest
TXN001382,CUST00172,2024-07-21,Studio Tours,VIP Tour,231.09,1st Party - Studio Tours,cust00172@email.com,18-24,M,West Coast
TXN001383,CUST00610,2024-07-21,Theatrical,Superhero Origins,12.44,3rd Party - Regal Cinemas,,,,International
TXN001384,CUST00238,2024-07-21,Studio Tours,Behind-the-Scenes Experience,306.67,1st Party - Studio Tours,cust00238@email.com,45-54,F,International
TXN001385,CUST00028,2024-07-21,Online Store,Accessories,15.96,1st Party - Online Store,cust00028@email.com,35-44,F,Midwest
TXN001386,CUST00222,2024-07-21,Studio Tours,General Admission,56.76,1st Party - Studio Tours,cust00222@email.com,,,West Coast
TXN001387,CUST00129,2024-07-22,Streaming,Premium Tier Upgrade,137.48,1st Party - Streaming Platform,cust00129@email.com,,,Midwest
TXN001388,CUST00016,2024-07-22,Studio Tours,Behind-the-Scenes Experience,205.18,1st Party - Studio Tours,cust00016@email.com,45-54,M,International
TXN001389,CUST00115,2024-07-22,Studio Tours,VIP Tour,150.04,1st Party - Studio Tours,cust00115@email.com,,,Midwest
TXN001390,CUST00247,2024-07-22,Theatrical,Space Odyssey 2,27.5,3rd Party - AMC Theatres,,,,Midwest
TXN001391,CUST00156,2024-07-22,Online Store,Action Figure,65.26,1st Party - Online Store,cust00156@email.com,,,West Coast
TXN001392,CUST00235,2024-07-22,Streaming,Monthly Subscription,13.61,1st Party - Streaming Platform,cust00235@email.com,,,Midwest
TXN001393,CUST00191,2024-07-23,Theatrical,Family Adventure,25.69,3rd Party - Regal Cinemas,,,,South
TXN001394,CUST00132,2024-07-23,Theatrical,Family Adventure,26.76,3rd Party - Regal Cinemas,,,,Midwest
TXN001395,CUST00625,2024-07-23,Theatrical,Action Thriller,16.42,3rd Party - AMC Theatres,,,,West Coast
TXN001396,CUST00106,2024-07-23,Online Store,Apparel,59.03,1st Party - Online Store,cust00106@email.com,18-24,F,East Coast
TXN001397,CUST00109,2024-07-23,Theatrical,Family Adventure,16.17,3rd Party - Regal Cinemas,,,,West Coast
TXN001398,CUST00149,2024-07-23,Theatrical,Mystery Manor,22.04,3rd Party - Cinemark,,,,South
TXN001399,CUST00250,2024-07-23,Studio Tours,Behind-the-Scenes Experience,176.15,1st Party - Studio Tours,cust00250@email.com,55+,M,Midwest
TXN001400,CUST00080,2024-07-23,Consumer Products,Merchandise - Apparel,94.61,3rd Party - Amazon,,,,International
TXN001401,CUST00180,2024-07-24,Consumer Products,Merchandise - Home Goods,21.59,3rd Party - Walmart,,,,Southwest
TXN001402,CUST00190,2024-07-24,Online Store,Collectible,94.1,1st Party - Online Store,cust00190@email.com,25-34,Prefer not to say,West Coast
TXN001403,CUST00131,2024-07-24,Online Store,Apparel,97.54,1st Party - Online Store,cust00131@email.com,55+,M,East Coast
TXN001404,CUST00031,2024-07-24,Consumer Products,Merchandise - Apparel,18.07,3rd Party - Target,,,,East Coast
TXN001405,CUST00147,2024-07-24,Studio Tours,General Admission,77.18,1st Party - Studio Tours,cust00147@email.com,18-24,M,Southwest
TXN001406,CUST00768,2024-07-24,Theatrical,Family Adventure,22.21,3rd Party - Regal Cinemas,,,,Southwest
TXN001407,CUST00235,2024-07-24,Online Store,Collectible,26.41,1st Party - Online Store,cust00235@email.com,18-24,Prefer not to say,West Coast
TXN001408,CUST00614,2024-07-25,Theatrical,Superhero Origins,18.64,3rd Party - AMC Theatres,,,,West Coast
TXN001409,CUST00153,2024-07-25,Consumer Products,Merchandise - Toys,22.32,3rd Party - Walmart,,,,International
TXN001410,CUST00044,2024-07-25,Streaming,Premium Tier Upgrade,102.43,1st Party - Streaming Platform,cust00044@email.com,45-54,Other,East Coast
TXN001411,CUST00073,2024-07-25,Consumer Products,Merchandise - Toys,17.96,3rd Party - Walmart,,,,Southwest
TXN001412,CUST00214,2024-07-25,Online Store,Apparel,111.18,1st Party - Online Store,cust00214@email.com,,,Midwest
TXN001413,CUST00084,2024-07-25,Studio Tours,Behind-the-Scenes Experience,289.44,1st Party - Studio Tours,cust00084@email.com,25-34,Prefer not to say,International
TXN001414,CUST00192,2024-07-25,Streaming,Annual Subscription,91.22,1st Party - Streaming Platform,cust00192@email.com,18-24,F,Midwest
TXN001415,CUST00193,2024-07-25,Theatrical,Family Adventure,24.21,3rd Party - Cinemark,,,,International
TXN001416,CUST00180,2024-07-25,Studio Tours,Behind-the-Scenes Experience,239.24,1st Party - Studio Tours,cust00180@email.com,55+,Prefer not to say,International
TXN001417,CUST00628,2024-07-25,Consumer Products,Merchandise - Toys,23.36,3rd Party - Target,,,,East Coast
TXN001418,CUST00201,2024-07-25,Studio Tours,VIP Tour,339.16,1st Party - Studio Tours,cust00201@email.com,18-24,Prefer not to say,International
TXN001419,CUST00184,2024-07-25,Streaming,Premium Tier Upgrade,106.94,1st Party - Streaming Platform,cust00184@email.com,25-34,F,Midwest
TXN001420,CUST00162,2024-07-26,Theatrical,Family Adventure,18.93,3rd Party - Regal Cinemas,,,,West Coast
TXN001421,CUST00088,2024-07-26,Online Store,Collectible,32.26,1st Party - Online Store,cust00088@email.com,,,International
TXN001422,CUST00133,2024-07-26,Online Store,Action Figure,77.93,1st Party - Online Store,cust00133@email.com,18-24,Other,West Coast
TXN001423,CUST00061,2024-07-26,Streaming,Annual Subscription,121.1,1st Party - Streaming Platform,cust00061@email.com,18-24,Other,West Coast
TXN001424,CUST00234,2024-07-27,Streaming,Premium Tier Upgrade,92.79,1st Party - Streaming Platform,cust00234@email.com,55+,F,East Coast
TXN001425,CUST00217,2024-07-27,Streaming,Annual Subscription,106.44,1st Party - Streaming Platform,cust00217@email.com,45-54,Prefer not to say,Midwest
TXN001426,CUST00250,2024-07-27,Consumer Products,Merchandise - Collectibles,86.79,3rd Party - Walmart,,,,Midwest
TXN001427,CUST00142,2024-07-27,Online Store,Action Figure,24.79,1st Party - Online Store,cust00142@email.com,18-24,Prefer not to say,West Coast
TXN001428,CUST00081,2024-07-27,Online Store,Books,27.68,1st Party - Online Store,cust00081@email.com,25-34,Prefer not to say,Midwest
TXN001429,CUST00107,2024-07-27,Online Store,Collectible,49.74,1st Party - Online Store,cust00107@email.com,18-24,F,South
TXN001430,CUST00199,2024-07-27,Online Store,Apparel,74.67,1st Party - Online Store,cust00199@email.com,35-44,F,International
TXN001431,CUST00194,2024-07-27,Streaming,Premium Tier Upgrade,101.68,1st Party - Streaming Platform,cust00194@email.com,25-34,F,Southwest
TXN001432,CUST00077,2024-07-27,Theatrical,Space Odyssey 2,12.36,3rd Party - Cinemark,,,,Midwest
TXN001433,CUST00135,2024-07-27,Consumer Products,Merchandise - Home Goods,28.35,3rd Party - Walmart,,,,South
TXN001434,CUST00141,2024-07-28,Consumer Products,Merchandise - Collectibles,44.99,3rd Party - Walmart,,,,Midwest
TXN001435,CUST00155,2024-07-28,Consumer Products,Merchandise - Collectibles,23.83,3rd Party - Target,,,,Midwest
TXN001436,CUST00181,2024-07-28,Consumer Products,Merchandise - Apparel,38.63,3rd Party - Walmart,,,,West Coast
TXN001437,CUST00167,2024-07-28,Online Store,Collectible,68.89,1st Party - Online Store,cust00167@email.com,18-24,Prefer not to say,East Coast
TXN001438,CUST00197,2024-07-28,Theatrical,Action Thriller,25.17,3rd Party - Regal Cinemas,,,,West Coast
TXN001439,CUST00060,2024-07-29,Streaming,Monthly Subscription,14.2,1st Party - Streaming Platform,cust00060@email.com,45-54,M,West Coast
TXN001440,CUST00049,2024-07-29,Online Store,Apparel,107.63,1st Party - Online Store,cust00049@email.com,25-34,F,International
TXN001441,CUST00158,2024-07-29,Streaming,Premium Tier Upgrade,96.22,1st Party - Streaming Platform,cust00158@email.com,55+,M,International
TXN001442,CUST00188,2024-07-29,Theatrical,Action Thriller,24.04,3rd Party - Regal Cinemas,,,,International
TXN001443,CUST00165,2024-07-29,Streaming,Monthly Subscription,11.56,1st Party - Streaming Platform,cust00165@email.com,18-24,M,Southwest
TXN001444,CUST00108,2024-07-29,Studio Tours,VIP Tour,242.26,1st Party - Studio Tours,cust00108@email.com,18-24,Prefer not to say,West Coast
TXN001445,CUST00104,2024-07-30,Theatrical,Superhero Origins,12.57,3rd Party - AMC Theatres,,,,Southwest
TXN001446,CUST00211,2024-07-30,Theatrical,Superhero Origins,18.03,3rd Party - Regal Cinemas,,,,East Coast
TXN001447,CUST00643,2024-07-30,Consumer Products,Merchandise - Toys,67.52,3rd Party - Amazon,,,,East Coast
TXN001448,CUST00189,2024-07-30,Online Store,Apparel,106.34,1st Party - Online Store,cust00189@email.com,25-34,M,South
TXN001449,CUST00635,2024-07-30,Consumer Products,Merchandise - Home Goods,88.44,3rd Party - Target,,,,South
TXN001450,CUST00189,2024-07-30,Streaming,Annual Subscription,145.59,1st Party - Streaming Platform,cust00189@email.com,45-54,M,East Coast
TXN001451,CUST00175,2024-07-30,Studio Tours,VIP Tour,251.19,1st Party - Studio Tours,cust00175@email.com,18-24,M,International
TXN001452,CUST00052,2024-07-31,Studio Tours,VIP Tour,230.46,1st Party - Studio Tours,cust00052@email.com,45-54,F,West Coast
TXN001453,CUST00246,2024-07-31,Studio Tours,Behind-the-Scenes Experience,333.33,1st Party - Studio Tours,cust00246@email.com,25-34,Prefer not to say,Midwest
TXN001454,CUST00237,2024-07-31,Studio Tours,VIP Tour,338.06,1st Party - Studio Tours,cust00237@email.com,35-44,Prefer not to say,South
TXN001455,CUST00079,2024-07-31,Studio Tours,VIP Tour,284.66,1st Party - Studio Tours,cust00079@email.com,,,South
TXN001456,CUST00161,2024-07-31,Online Store,Accessories,54.39,1st Party - Online Store,cust00161@email.com,,,West Coast
TXN001457,CUST00159,2024-07-31,Online Store,Action Figure,101.44,1st Party - Online Store,cust00159@email.com,25-34,F,International
TXN001458,CUST00147,2024-08-01,Consumer Products,Merchandise - Collectibles,29.99,3rd Party - Target,,,,International
TXN001459,CUST00196,2024-08-01,Theatrical,Action Thriller,12.09,3rd Party - Regal Cinemas,,,,South
TXN001460,CUST00108,2024-08-01,Studio Tours,General Admission,63.42,1st Party - Studio Tours,cust00108@email.com,45-54,Prefer not to say,Midwest
TXN001461,CUST00248,2024-08-01,Streaming,Premium Tier Upgrade,123.44,1st Party - Streaming Platform,cust00248@email.com,,,East Coast
TXN001462,CUST00122,2024-08-01,Streaming,Annual Subscription,145.74,1st Party - Streaming Platform,cust00122@email.com,55+,F,Midwest
TXN001463,CUST00077,2024-08-02,Consumer Products,Merchandise - Collectibles,41.29,3rd Party - Amazon,,,,West Coast
TXN001464,CUST00124,2024-08-02,Streaming,Annual Subscription,121.43,1st Party - Streaming Platform,cust00124@email.com,18-24,F,Southwest
TXN001465,CUST00226,2024-08-02,Online Store,Apparel,94.43,1st Party - Online Store,cust00226@email.com,,,International
TXN001466,CUST00206,2024-08-03,Streaming,Monthly Subscription,11.4,1st Party - Streaming Platform,cust00206@email.com,35-44,Other,Midwest
TXN001467,CUST00031,2024-08-03,Online Store,Books,66.35,1st Party - Online Store,cust00031@email.com,25-34,Other,South
TXN001468,CUST00091,2024-08-03,Studio Tours,Behind-the-Scenes Experience,270.42,1st Party - Studio Tours,cust00091@email.com,35-44,Prefer not to say,International
